timestamp,project_name,run_id,experiment_id,duration,emissions,emissions_rate,cpu_power,gpu_power,ram_power,cpu_energy,gpu_energy,ram_energy,energy_consumed,water_consumed,country_name,country_iso_code,region,cloud_provider,cloud_region,os,python_version,codecarbon_version,cpu_count,cpu_model,gpu_count,gpu_model,longitude,latitude,ram_total_size,tracking_mode,on_cloud,pue,wue
2025-11-29T15:05:51,UHI_CNN_Project,4b11d352-cc9c-46ff-bb38-ab869134ea36,5b0fa12a-3dd7-45bb-9766-cc326314d9f1,5.317562749958597,3.0847959347112646e-05,5.801146276525431e-06,42.5,0.0,3.0,6.273145257809018e-05,0.0,4.424978576522941e-06,6.715643115461313e-05,0.0,United States,USA,maryland,,,macOS-15.4.1-arm64-arm-64bit,3.11.14,3.1.1,8,Apple M3,,,-76.7999,38.8406,16.0,machine,N,1.0,0.0
